"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (315, 'Deposit', '2025-03-03 18:54:35', 'Online', 8759.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (140, 'Deposit', '2025-08-27 18:54:35', 'NEFT', 81812.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (219, 'Transfer', '2026-02-07 18:54:35', 'NEFT', 22178.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (154, 'Loan_payment', '2025-05-09 18:54:35', 'ATM', 78106.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (401, 'Transfer', '2025-12-31 18:54:35', 'Online', 50440.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (348, 'Withdrawal', '2025-06-23 18:54:35', 'Cash', 79826.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (77, 'Withdrawal', '2025-08-21 18:54:35', 'ATM', 97508.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (150, 'Transfer', '2025-09-21 18:54:35', 'Cash', 34164.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (361, 'Deposit', '2025-03-13 18:54:35', 'NEFT', 13214.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (87, 'Transfer', '2025-10-17 18:54:35', 'ATM', 26811.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (249, 'Deposit', '2025-10-09 18:54:35', 'NEFT', 99742.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (332, 'Deposit', '2025-10-31 18:54:35', 'Cheque', 92499.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (110, 'Withdrawal', '2025-05-04 18:54:35', 'NEFT', 44734.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (201, 'Loan_payment', '2025-08-16 18:54:35', 'Cash', 6099.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (207, 'Withdrawal', '2025-07-19 18:54:35', 'Cash', 98235.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (158, 'Transfer', '2025-08-24 18:54:35', 'NEFT', 16735.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (285, 'Loan_payment', '2025-07-02 18:54:35', 'Online', 98753.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (311, 'Deposit', '2026-02-04 18:54:35', 'NEFT', 86687.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (232, 'Loan_payment', '2025-04-01 18:54:35', 'Cash', 70291.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (62, 'Deposit', '2025-06-28 18:54:35', 'Cash', 11330.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (250, 'Transfer', '2025-11-03 18:54:35', 'Cheque', 10911.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (229, 'Loan_payment', '2025-03-29 18:54:35', 'Online', 89659.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (411, 'Withdrawal', '2025-02-15 18:54:35', 'Online', 28932.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (228, 'Deposit', '2025-10-17 18:54:35', 'Cash', 74239.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (140, 'Withdrawal', '2025-04-13 18:54:35', 'Cash', 68520.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (66, 'Loan_payment', '2025-09-21 18:54:35', 'Cheque', 26419.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (360, 'Deposit', '2025-11-22 18:54:35', 'ATM', 12285.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (92, 'Withdrawal', '2026-01-30 18:54:35', 'ATM', 40924.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (133, 'Withdrawal', '2025-08-29 18:54:35', 'Online', 47117.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (311, 'Withdrawal', '2025-05-25 18:54:35', 'Cheque', 33937.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (2, 'Deposit', '2025-11-02 18:54:35', 'Cheque', 83845.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (144, 'Withdrawal', '2025-07-16 18:54:35', 'NEFT', 86774.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (96, 'Withdrawal', '2025-10-26 18:54:35', 'Cheque', 39689.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (347, 'Transfer', '2025-09-12 18:54:35', 'NEFT', 24935.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (150, 'Transfer', '2025-05-07 18:54:35', 'Cash', 52420.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (278, 'Deposit', '2025-08-19 18:54:35', 'Cash', 1033.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (49, 'Deposit', '2025-09-24 18:54:35', 'Online', 11031.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (83, 'Transfer', '2025-04-10 18:54:35', 'Cash', 82210.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (11, 'Loan_payment', '2025-05-10 18:54:35', 'Cheque', 57438.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (68, 'Deposit', '2025-07-28 18:54:35', 'ATM', 51098.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (223, 'Withdrawal', '2025-12-24 18:54:35', 'Cheque', 1989.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (328, 'Deposit', '2025-05-11 18:54:35', 'Cheque', 50473.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (40, 'Transfer', '2025-08-24 18:54:35', 'Online', 17956.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (14, 'Transfer', '2025-03-14 18:54:35', 'Online', 72840.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (44, 'Withdrawal', '2025-12-03 18:54:35', 'NEFT', 75014.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (129, 'Loan_payment', '2025-07-03 18:54:35', 'Cheque', 94838.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (198, 'Deposit', '2026-02-08 18:54:35', 'Cash', 51136.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (358, 'Transfer', '2025-03-28 18:54:35', 'Online', 25291.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (292, 'Deposit', '2026-02-06 18:54:35', 'Cash', 84542.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (365, 'Loan_payment', '2025-12-12 18:54:35', 'NEFT', 31939.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (196, 'Transfer', '2025-09-18 18:54:35', 'NEFT', 81556.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (171, 'Loan_payment', '2025-10-06 18:54:35', 'ATM', 81530.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (194, 'Loan_payment', '2025-02-17 18:54:35', 'Online', 25396.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (180, 'Transfer', '2025-09-08 18:54:35', 'Online', 18156.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (355, 'Deposit', '2025-08-02 18:54:35', 'Cash', 94458.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (279, 'Transfer', '2025-08-01 18:54:35', 'Cash', 73610.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (163, 'Withdrawal', '2025-07-08 18:54:35', 'Online', 33403.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (336, 'Transfer', '2025-05-07 18:54:35', 'Online', 21439.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (116, 'Withdrawal', '2025-03-19 18:54:35', 'Cash', 5929.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (174, 'Withdrawal', '2025-10-03 18:54:35', 'Cheque', 34898.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (314, 'Deposit', '2025-04-05 18:54:35', 'Online', 67191.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (20, 'Deposit', '2025-08-27 18:54:35', 'Cheque', 63869.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (161, 'Withdrawal', '2025-07-26 18:54:35', 'Online', 51806.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (41, 'Loan_payment', '2025-07-23 18:54:35', 'Cheque', 81126.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (301, 'Withdrawal', '2025-08-02 18:54:35', 'Cheque', 91926.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (252, 'Deposit', '2025-12-17 18:54:35', 'NEFT', 41461.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (369, 'Deposit', '2025-07-16 18:54:35', 'Cheque', 93787.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (385, 'Transfer', '2025-03-12 18:54:35', 'Cash', 86281.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (133, 'Deposit', '2025-11-15 18:54:35', 'NEFT', 80350.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (248, 'Withdrawal', '2025-02-20 18:54:35', 'NEFT', 22742.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (390, 'Loan_payment', '2025-06-27 18:54:35', 'NEFT', 72092.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (323, 'Transfer', '2025-06-07 18:54:35', 'ATM', 96721.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (220, 'Deposit', '2025-11-17 18:54:35', 'Cheque', 56000.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (41, 'Withdrawal', '2025-10-23 18:54:35', 'Cash', 75658.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (47, 'Transfer', '2025-11-28 18:54:35', 'NEFT', 61879.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (166, 'Transfer', '2025-06-23 18:54:35', 'ATM', 34995.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (117, 'Withdrawal', '2025-02-17 18:54:35', 'NEFT', 46041.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (154, 'Deposit', '2025-08-17 18:54:35', 'Online', 86228.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (94, 'Withdrawal', '2025-11-16 18:54:35', 'Online', 63416.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (255, 'Loan_payment', '2025-04-12 18:54:35', 'NEFT', 32199.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (316, 'Deposit', '2025-08-14 18:54:35', 'Cheque', 26259.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (247, 'Withdrawal', '2025-07-29 18:54:35', 'NEFT', 45232.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (321, 'Transfer', '2025-07-09 18:54:35', 'NEFT', 20826.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (75, 'Loan_payment', '2025-06-10 18:54:35', 'Cash', 8320.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (112, 'Transfer', '2025-07-13 18:54:35', 'Cheque', 29079.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (30, 'Transfer', '2025-05-02 18:54:35', 'Online', 57498.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (127, 'Loan_payment', '2026-02-12 18:54:35', 'ATM', 15265.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (391, 'Transfer', '2025-10-30 18:54:35', 'ATM', 67861.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (34, 'Withdrawal', '2025-03-05 18:54:35', 'Cheque', 52131.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (61, 'Loan_payment', '2025-05-25 18:54:35', 'Cash', 87747.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (122, 'Transfer', '2026-01-02 18:54:35', 'ATM', 28139.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (167, 'Deposit', '2026-01-21 18:54:35', 'Cheque', 64953.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (265, 'Loan_payment', '2025-11-14 18:54:35', 'NEFT', 97012.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (338, 'Deposit', '2025-07-10 18:54:35', 'Cheque', 29958.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (400, 'Deposit', '2025-11-10 18:54:35', 'Online', 99598.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (324, 'Deposit', '2025-12-11 18:54:35', 'Online', 10477.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (119, 'Transfer', '2025-06-30 18:54:35', 'Cheque', 88937.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (128, 'Withdrawal', '2026-01-28 18:54:35', 'Online', 64661.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (192, 'Withdrawal', '2025-07-20 18:54:35', 'Online', 16145.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (79, 'Transfer', '2026-01-01 18:54:35', 'Cash', 23123.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (45, 'Transfer', '2025-11-02 18:54:35', 'Cash', 17623.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (370, 'Withdrawal', '2026-02-12 18:54:35', 'Online', 58823.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (150, 'Loan_payment', '2025-08-15 18:54:35', 'Online', 77131.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (339, 'Withdrawal', '2025-05-08 18:54:35', 'Cash', 56524.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (141, 'Loan_payment', '2025-07-09 18:54:35', 'Cash', 37122.00, 'Loan_payment transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (408, 'Withdrawal', '2025-04-12 18:54:35', 'Cash', 8285.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (43, 'Transfer', '2025-05-22 18:54:35', 'NEFT', 97363.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (10, 'Withdrawal', '2025-05-21 18:54:35', 'ATM', 90781.00, 'Withdrawal transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (333, 'Transfer', '2025-08-27 18:54:35', 'Cash', 78200.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (314, 'Transfer', '2025-11-02 18:54:35', 'Online', 36145.00, 'Transfer transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (292, 'Deposit', '2025-08-13 18:54:35', 'ATM', 65217.00, 'Deposit transaction', 'INR');"
"INSERT INTO Bank_Transactions (account_id, transaction_type, transaction_date, transaction_mode, transaction_amount, remarks, currency) VALUES (72, 'Deposit', '2026-02-07 18:54:35', 'ATM', 33299.00, 'Deposit transaction', 'INR');"
